斗鱼,#genre#
斗鱼旅行4,http://43.138.170.29:35455/douyu/9511092
斗鱼旅行5,http://43.138.170.29:35455/douyu/9358196
斗鱼旅行6,http://43.138.170.29:35455/douyu/454867
斗鱼旅行7,http://43.138.170.29:35455/douyu/4837387
斗鱼旅行8,http://43.138.170.29:35455/douyu/850030
斗鱼旅行9,http://43.138.170.29:35455/douyu/9378464
斗鱼旅行10,http://43.138.170.29:35455/douyu/10253213
斗鱼旅行11,http://43.138.170.29:35455/douyu/10319093
斗鱼旅行12,http://43.138.170.29:35455/douyu/442280
斗鱼旅行13,http://43.138.170.29:35455/douyu/1867491
斗鱼旅行14,http://43.138.170.29:35455/douyu/1255068
斗鱼旅行15,http://43.138.170.29:35455/douyu/9314668
斗鱼旅行16,http://43.138.170.29:35455/douyu/9172774
斗鱼旅行17,http://43.138.170.29:35455/douyu/4834417
斗鱼旅行18,http://43.138.170.29:35455/douyu/2240445

虎牙,#genre#
周星星,http://43.138.170.29:35455/huya/24470631
周星星,http://43.138.170.29:35455/huya/11336587
猫和老鼠,http://epg.112114.xyz/douyu/7888428
猫和老鼠,https://epg.112114.xyz/huya/11352879
中华小当家,https://epg.112114.xyz/huya/11342413
甄子丹,http://8.210.232.168/php/huya.php?id=11352935
甄子丹,http://43.138.170.29:35455/huya/11352935
冯小刚,https://epg.112114.xyz/huya/11352906
百鸟朝凤,http://43.138.170.29:35455/huya/15894162
陈翔六点半,http://43.138.170.29:35455/huya/11274154
高分电影,http://43.138.170.29:35455/huya/16615910
精彩不断,http://43.138.170.29:35455/huya/24396428
南征北战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9557e1bfd91b4319975dfeffcc44d6b7/850.m3u8
路飞,http://epg.112114.xyz/douyu/206858
麻雀,https://vd4.bdstatic.com/mda-pe90094bw520g3ve/sc/cae_h264/1683703740155303170/mda-pe90094bw520g3ve.mp4
倩女幽魂,http://43.138.170.29:35455/huya/11601970
女神影院,http://43.138.170.29:35455/huya/99350550
极限挑战,http://43.138.170.29:35455/huya/11352914
救援电影,http://43.138.170.29:35455/huya/21059586
欧美电影,http://43.138.170.29:35455/huya/11352880
史诗战争,http://43.138.170.29:35455/huya/21059556
金马影院,https://pull.kktv8.com/livekktv/128600025.flv
生活大爆炸,http://43.138.170.29:35455/huya/11342417
天雷滚滚,http://43.138.170.29:35455/huya/11352945
我是大哥大,http://43.138.170.29:35455/huya/23652317
小鲤鱼,http://43.138.170.29:35455/huya/11601961
星爷,http://43.138.170.29:35455/huya/11342412
英叔,http://43.138.170.29:35455/huya/11342421
发哥,http://43.138.170.29:35455/huya/11342387
成龙,https://hnzy.bfvvs.com/play/YaOEOQdx/index.m3u8
成龙,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_tma4gUowLvk9wM.mp4
成龙,https://epg.pw/stream/878f42c3aad763b3c38636313780e5677c61a63fb56fba870586c155ab7bcf33.ctv
成龙,http://em.21dtv.com/songs/60029219.mkv
成龙,https://hnzy.bfvvs.com/play/QeZw58ap/index.m3u8
成龙,http://cfss.cc/cdn/hy/11342386.flv
成龙,http://43.138.170.29:35455/huya/11342386
王晶,http://43.138.170.29:35455/huya/11602058
王晶,http://cfss.cc/cdn/hy/11602058.flv
王晶,http://8.210.232.168/php/huya.php?id=11602058
沈腾,http://hlsa-akm.douyucdn.cn/85894rmovieChow_4000p.m3u8
沈腾,http://epg.112114.xyz/huya/11601968
沈腾,http://43.138.170.29:35455/huya/11601968
沈腾,http://cfss.cc/cdn/hy/11601968.flv
沈腾,http://8.210.232.168/php/huya.php?id=11601968
黄渤,http://8.210.232.168/php/huya.php?id=11352876
黄渤,http://43.138.170.29:35455/huya/11352876
黄渤,http://cfss.cc/cdn/hy/11352876.flv
强森,http://43.138.170.29:35455/huya/21059581
强森,http://cfss.cc/cdn/hy/21059581.flv
强森,http://8.210.232.168/php/huya.php?id=21059581
漫威,http://epg.112114.xyz/douyu/6140589
漫威,http://epg.112114.xyz/douyu/4282654
漫威,http://mmitv.top/test/douyu.php?id=6140589
宇宙,http://epg.112114.xyz/douyu/6140589
宇宙,http://epg.112114.xyz/douyu/4282654
宇宙,http://epg.112114.xyz/douyu/8458270
怪兽,http://43.138.170.29:35455/huya/21059577
武侠,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/playlist.m3u8
武侠,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8
武侠,http://111.197.132.156:1314/rtp/239.3.1.90:4120
武侠,http://113.251.178.188:6666/rtp/235.254.198.97:1664
警匪,http://epg.112114.xyz/huya/11352886
罪犯,http://43.138.170.29:35455/huya/11352962
枪战,http://8.210.232.168/php/huya.php?id=21059579
海盗,http://8.210.232.168/php/huya.php?id=21059595
赛车,http://43.138.170.29:35455/huya/11279247
推荐,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
救援,http://43.138.170.29:35455/huya/21059594
热血,http://8.210.232.168/php/huya.php?id=11352934
热血,http://epg.112114.xyz/douyu/206858
热血,http://epg.112114.xyz/douyu/6610883
盗墓,http://43.138.170.29:35455/huya/21059552
贺岁,http://43.138.170.29:35455/huya/11601971
玄幻,http://43.138.170.29:35455/huya/11342414
谍战,https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000
谍战,https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000
谍战,http://php.jdshipin.com:8880/bst.php?id=dzjc8m/8000000
谍战,https://cntv.lat/tv/live.php?auth=231110&id=dzjc
谍战,http://php.jdshipin.com:8880/bst.php?id=dzjc
谍战,http://iptva.cn/api/M3u8/Index?id=989&card=99982475359
谍战,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dzjc8m/8000000/mnf.m3u8
战争,http://8.210.232.168/php/huya.php?id=21059574
喜剧,https://epg.pw/stream/7842f9585950362ef02dfe7f4d3b8a01574565b72ddca15ac35b1d91630a3abc.m3u8
喜剧,http://epg.112114.xyz/douyu/4332
喜剧,http://epg.112114.xyz/douyu/9292492
喜剧,https://s4.fsvod1.com/20220313/hVJIOKyR/index.m3u8
喜剧,http://8.210.232.168/php/huya.php?id=11352877
喜剧,http://114.246.174.75:4022/rtp/239.3.1.91:4120
喜剧,http://114.243.108.225:4000/rtp/239.3.1.91:4120
喜剧,http://epg.112114.xyz/douyu/9650887
喜剧,http://8.210.232.168/php/huya.php?id=11602044
喜剧,http://8.210.232.168/php/huya.php?id=11342423
港片,http://epg.112114.xyz/douyu/3637765
国产,http://epg.112114.xyz/douyu/5423
李连杰,http://8.210.232.168/php/huya.php?id=11342390
李连杰,http://43.138.170.29:35455/huya/11342390
李连杰,http://cfss.cc/cdn/hy/11342390.flv
洪金宝,http://8.210.232.168/php/huya.php?id=11279251
洪金宝,http://43.138.170.29:35455/huya/11279251
洪金宝,http://cfss.cc/cdn/hy/11279251.flv
梁家辉,http://cfss.cc/cdn/hy/11342429.flv
许冠英,http://epg.112114.xyz/huya/11601972
刘德华,http://epg.112114.xyz/douyu/2516864
刘德华,https://epg.pw/stream/8848575026ebd3c19258f79bc476986d87d68dd75fc6d2ae65eb99163ca4883d.ctv
刘德华,http://43.138.170.29:35455/huya/11342424
刘德华,http://cfss.cc/cdn/hy/11342424.flv
刘德华,http://43.138.170.29:35455/douyu/2516864
刘德华,http://epg.112114.xyz/huya/11342424
刘德华,http://em.21dtv.com/songs/60025029.mkv
刘德华,http://em.21dtv.com/songs/60029247.mkv
刘德华,http://em.21dtv.com/songs/60039259.mkv
刘德华,http://em.21dtv.com/songs/60069725.mkv
刘德华,http://8.210.232.168/php/huya.php?id=11342424
刘德华,http://em.21dtv.com/songs/60036969.mkv
斯坦森,http://43.138.170.29:35455/huya/21059588
斯坦森,http://cfss.cc/cdn/hy/21059588.flv
斯坦森,http://8.210.232.168/php/huya.php?id=21059588
小鬼头,http://43.138.170.29:35455/huya/11352963
八点档,http://8.210.232.168/php/huya.php?id=880261
蜘蛛侠,http://43.138.170.29:35455/huya/21059599
贺岁片,http://43.138.170.29:35455/huya/11601986
功夫片,http://43.138.170.29:35455/huya/11352941
黑帮片,http://43.138.170.29:35455/huya/11336719
丧尸片,http://43.138.170.29:35455/huya/21059578
灾难片,http://8.210.232.168/php/huya.php?id=11602075
谍战片,http://8.210.232.168/php/huya.php?id=21059587
战争片,http://43.138.170.29:35455/huya/21059574
犯罪片,http://43.138.170.29:35455/huya/11352974
古装片,http://43.138.170.29:35455/huya/11336590
高分动作,http://43.138.170.29:35455/huya/11352884
动作电影,http://182.46.8.161:8018/hls/83/index.m3u8
动作电影,http://115.60.241.249:2000/rtp/225.1.4.208:1261
动作电影,http://nas.tuyuannet.cn:8800/rtp/239.37.0.186:5540
动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
动作电影,https://epg.pw/stream/e94cc2f1cb9a47e959a80ae19baa1ce8e6e04e844dfcf65aa27b641d7ee467c7.m3u8
动作电影,https://epg.pw/stream/2f2e29b8759a2458730dc1f3686024472691952a50e787fe075944d0cb17f36e.ctv
动作电影,http://51.159.104.29:8080/action/index.m3u8
动作电影,https://epg.pw/stream/02a582fc67bfff3762422afd2afafd15a346db899ab08ec26b328ce146665b2e.m3u8
动作电影,http://epg.112114.xyz/douyu/1504768
动作电影,http://pi.0472.org/tv/cbn.php?id=chcdzdyHD
搞笑喜剧,http://epg.112114.xyz/huya/11342423
喜剧专场,http://43.138.170.29:35455/huya/11602044
欢笑影院,http://43.138.170.29:35455/huya/11352894
不挤影院,http://8.210.232.168/php/huya.php?id=11352897
国产悬疑,http://43.138.170.29:35455/huya/11342395
快意江湖,http://8.210.232.168/php/huya.php?id=11342435
黑帮斗争,http://43.138.170.29:35455/huya/11342419
古墓系列,http://43.138.170.29:35455/huya/11352913
嫣然影厅,http://8.210.232.168/php/huya.php?id=11601977
女神系列,http://8.210.232.168/php/huya.php?id=11336571
经典女神,http://8.210.232.168/php/huya.php?id=11352909
许氏三杰,http://43.138.170.29:35455/huya/11602033
许氏三杰,http://cfss.cc/cdn/hy/11601972.flv
经典港片,http://43.138.170.29:35455/huya/11352965
镖行天下,https://txmov2.a.kwimgs.com/upic/2021/10/09/08/BMjAyMTEwMDkwODQ5NDNfMTI0MzE0NjMyOF81ODczMzA0Nzc5NF8yXzM=_b_B6cdb22f97b91445496f73514fc915bdd.mp4
高能反转,http://43.138.170.29:35455/huya/11352887
喜乐影院,http://8.210.232.168/php/huya.php?id=21059580
蘑菇影厅,http://8.210.232.168/php/huya.php?id=11601981
搞笑恐怖,http://8.210.232.168/php/huya.php?id=11601960
死神来了,http://43.138.170.29:35455/huya/11352903
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4
变形金刚,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4
怪兽系列,http://43.138.170.29:35455/huya/21059554
老三国,http://epg.112114.xyz/douyu/7459925
新三国,http://43.138.170.29:35455/huya/11352944
新水浒,http://43.138.170.29:35455/huya/11342384
纪晓岚,http://43.138.170.29:35455/huya/11342396
庆余年,http://epg.112114.xyz/douyu/5908256
庆余年,http://epg.112114.xyz/douyu/7489563
庆余年,http://epg.112114.xyz/douyu/6566658
庆余年,http://epg.112114.xyz/douyu/1409682
雍正王朝,http://43.138.170.29:35455/huya/11342439
士兵突击,http://43.138.170.29:35455/huya/11342430
爱情公寓,http://43.138.170.29:35455/huya/11336726
家有儿女,http://43.138.170.29:35455/huya/11352872
武林外传,https://txmov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDQ0NTlfNDAzMDAxOTlfNjM2NzgyNjQ2ODFfMF8z_b_B9d8e425d16140ae0f37139b7ee6b0a84.mp4
地下交通站,http://43.138.170.29:35455/huya/11342433
邻里一家亲,http://43.138.170.29:35455/huya/11342426

YY,#genre#
好久不见-武林外传,http://43.138.170.29:35455/yy/1355914397
封神榜,http://43.138.170.29:35455/yy/1353426319
【战狼3吴京】首播,http://43.138.170.29:35455/yy/1456668939
过年了,http://43.138.170.29:35455/yy/1454553780
新水浒传,http://43.138.170.29:35455/yy/1356059275
豪哥带我们发财,http://43.138.170.29:35455/yy/23402146
电影 古惑仔全集,http://43.138.170.29:35455/yy/1354507447
神医喜来乐,http://43.138.170.29:35455/yy/1382714119
德爷单挑荒野,http://43.138.170.29:35455/yy/27772604
德爷单挑荒野,http://43.138.170.29:35455/yy/62370558
赵本山《超清版》,http://43.138.170.29:35455/yy/1382683959
纪晓岚,http://43.138.170.29:35455/yy/1352227227
纪晓岚,http://43.138.170.29:35455/yy/1354143978
纪晓岚,http://43.138.170.29:35455/yy/1382781415
纪晓岚,http://43.138.170.29:35455/yy/22982216
赵本山《蓝光版》,http://43.138.170.29:35455/yy/32160832
武林外传,https://txmov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDQ0NTlfNDAzMDAxOTlfNjM2NzgyNjQ2ODFfMF8z_b_B9d8e425d16140ae0f37139b7ee6b0a84.mp4
弹幕天团 下饭神剧,http://43.138.170.29:35455/yy/23512910
超喜剧地下交通站男神贾贵,http://43.138.170.29:35455/yy/1353428972
【新三国】蓝光版,http://43.138.170.29:35455/yy/1382705738
神探狄仁杰2,http://43.138.170.29:35455/yy/1382828767
天龙八部,https://txmov2.a.kwimgs.com/upic/2021/02/26/11/BMjAyMTAyMjYxMTAwNTBfNDAzMDAxOTlfNDUwNDcyNzM5MTRfMF8z_b_B75ed716649c36f65fc2354f75dba47a5.mp4
天龙八部,https://vd4.bdstatic.com/mda-nf47rm6m3xws05am/sc/cae_h264/1654407323402625003/mda-nf47rm6m3xws05am.mp4
少年包青天1-3蓝光版,http://43.138.170.29:35455/yy/38498680
林正英-经典电影,http://43.138.170.29:35455/yy/34229877
【盜暮笔记】24h,http://43.138.170.29:35455/yy/1382702247
【赌神片 动作片 港片】,http://43.138.170.29:35455/yy/1355112116
鹿鼎记-高清全集,http://43.138.170.29:35455/yy/1382704650
超级吓人鬼片 恐怖片,http://43.138.170.29:35455/yy/1355641195
欢乐集结号-每天笑不停,http://43.138.170.29:35455/yy/1382741642
【鹿鼎记】金庸经典,http://43.138.170.29:35455/yy/28265277
雍正王朝 高清 护眼版,http://43.138.170.29:35455/yy/23206872
进来 陪你看动漫,http://43.138.170.29:35455/yy/1352866135
绝版电影 女鬼,http://43.138.170.29:35455/yy/1454587259
吃鱼了,http://43.138.170.29:35455/yy/1382764587
【战狼4】吴京老师,http://43.138.170.29:35455/yy/1354784284
【战狼3吴京】独播,http://43.138.170.29:35455/yy/37999586
【火蓝刀锋】臭鱼,http://43.138.170.29:35455/yy/1354784966
【济公】游本昌老师,http://43.138.170.29:35455/yy/25519088
绝版电影 600部,http://43.138.170.29:35455/yy/1382764593
YY恐怖电影,http://43.138.170.29:35455/yy/24066336
【动漫】斗罗斗破,http://43.138.170.29:35455/yy/1353098382
【动漫】斗罗斗破,http://43.138.170.29:35455/yy/35742228
我的兄弟叫宝强,http://43.138.170.29:35455/yy/1354752117
神探狄仁杰,http://43.138.170.29:35455/yy/38338029
神探狄仁杰,http://43.138.170.29:35455/yy/1461133588
【义+】+奈奈新正在直播,http://43.138.170.29:35455/yy/1462815850
狄仁杰,http://epg.112114.xyz/douyu/674441
【新三国】萌儿陪看,http://43.138.170.29:35455/yy/29216766
隋唐英雄传 蓝光,http://43.138.170.29:35455/yy/1352475619
玲宝陪你看,http://43.138.170.29:35455/yy/1353215589
恐怖鬼片,http://43.138.170.29:35455/yy/1355485328
英叔僵尸 3000部,http://43.138.170.29:35455/yy/1353685311
知否知否应是绿肥红瘦,http://43.138.170.29:35455/yy/21881901
二龙湖浩哥【经典搞笑】,http://43.138.170.29:35455/yy/28205255
林正英 僵尸 鬼片,http://43.138.170.29:35455/yy/1351505899
康熙微服私访记,http://43.138.170.29:35455/yy/1352811698
83射雕英雄传,http://43.138.170.29:35455/yy/1354210357
雍正王朝,http://43.138.170.29:35455/yy/26650882
火凤凰之战狼七,http://43.138.170.29:35455/yy/1463088777
情满四合院,http://43.138.170.29:35455/yy/30736888
情满四合院,http://43.138.170.29:35455/yy/1382736888
情满四合院,http://43.138.170.29:35455/yy/1382736848
宰相刘罗锅,http://43.138.170.29:35455/yy/1382745191
地下交通站,http://43.138.170.29:35455/yy/1382736795
经典港片800部,http://43.138.170.29:35455/yy/1382800018
少年包青天,http://43.138.170.29:35455/yy/1382651363
【一代枭雄】24h,http://43.138.170.29:35455/yy/1355917294
花儿开心吧,http://43.138.170.29:35455/yy/1354930984
正阳门下,http://43.138.170.29:35455/yy/1354931580
新三国,http://43.138.170.29:35455/yy/26744898
雪中悍刀行,http://43.138.170.29:35455/yy/1382660835
雪中悍刀行,http://43.138.170.29:35455/yy/1354943110
泡芙陪你看电影,http://43.138.170.29:35455/yy/24407222
泡芙陪你看电影,http://43.138.170.29:35455/yy/24407222
二号交通站,http://43.138.170.29:35455/yy/1382735582
港片电影,http://43.138.170.29:35455/yy/33897188
正阳门下 正在直播,http://43.138.170.29:35455/yy/1453059740
鹿鼎记-周星驰版,http://43.138.170.29:35455/yy/1354658049
鹿鼎记-周星驰版,http://43.138.170.29:35455/yy/1354658049
燕双鹰,http://43.138.170.29:35455/yy/1354143942
燕双鹰,http://43.138.170.29:35455/yy/1352227153
燕双鹰,http://43.138.170.29:35455/yy/1355358366
66车讯,http://43.138.170.29:35455/yy/1382571192
女鬼 绝版电影,http://43.138.170.29:35455/yy/1459727675
女鬼 绝版电影,http://43.138.170.29:35455/yy/1355479289
速度与激情全集,http://43.138.170.29:35455/yy/1382749892
燕双鹰系列,http://43.138.170.29:35455/yy/1457622044
高分经典电影,http://43.138.170.29:35455/yy/1382754187
经典鬼片 绝版好看,http://43.138.170.29:35455/yy/1353850051
【老九门】首播,http://43.138.170.29:35455/yy/1353877164
神雕侠侣,http://43.138.170.29:35455/yy/1351762426
西游记后传 蓝光,http://43.138.170.29:35455/yy/1353392400
新三国24小时播放,http://43.138.170.29:35455/yy/1354555195
风筝,https://vd2.bdstatic.com/mda-nac38rcg306vwnbh/sc/cae_h264_delogo/1642040688954688015/mda-nac38rcg306vwnbh.mp4
风筝,https://vdse.bdstatic.com/c331feb0b4730b05d03793ffc024e62a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
放羊的星星,http://43.138.170.29:35455/yy/1355260662
斗罗斗破精彩动漫,http://43.138.170.29:35455/yy/1507304388
怒海潜沙 &重启全集,http://43.138.170.29:35455/yy/1354744544
星爷功夫 经典武侠,http://43.138.170.29:35455/yy/74613175
丫头动漫 斗罗斗破,http://43.138.170.29:35455/yy/1458722520
[鬼怪.惊辣.墓穴],http://43.138.170.29:35455/yy/1382748585
父母爱情,http://43.138.170.29:35455/yy/1382746276
父母爱情,http://43.138.170.29:35455/yy/1354926650
狂飙2港片电影,http://43.138.170.29:35455/yy/28099939
神探狄仁杰1—5部全集,http://43.138.170.29:35455/yy/1382705592
我和僵尸有个约会,http://43.138.170.29:35455/yy/1354143966
我和僵尸有个约会,http://43.138.170.29:35455/yy/1355277480
盗慕笔记鬼灯,http://43.138.170.29:35455/yy/1382765507
斗罗斗破,http://43.138.170.29:35455/yy/1354768828
斗罗斗破,http://43.138.170.29:35455/yy/1354768831
【经典港片】佟瑶,http://43.138.170.29:35455/yy/23531261
举起手来-惊险抗日,http://43.138.170.29:35455/yy/1382736877
狄仁杰等你哦,http://43.138.170.29:35455/yy/1457579747
热度榜1.包青天,http://43.138.170.29:35455/yy/22701868
港片鬼片电影,http://43.138.170.29:35455/yy/1355364378
倚天屠龙记,http://43.138.170.29:35455/yy/1449856066
倚天屠龙记,http://43.138.170.29:35455/yy/1354755003
倚天屠龙记,http://43.138.170.29:35455/yy/1382818085
倚天屠龙记,http://43.138.170.29:35455/yy/1451866697
倚天屠龙记,http://43.138.170.29:35455/yy/1354585252
新主播，求照顾,http://43.138.170.29:35455/yy/29197808
新主播，求照顾,http://43.138.170.29:35455/yy/1382690406
新主播，求照顾,http://43.138.170.29:35455/yy/1394102549
【周星驰超级搞笑电影,http://43.138.170.29:35455/yy/38670875
抗日奇侠 首播,http://43.138.170.29:35455/yy/39204655
全职高手,http://43.138.170.29:35455/yy/26870427
送欢乐,http://43.138.170.29:35455/yy/34093016
港片鬼片全集,http://43.138.170.29:35455/yy/1459869766
鬼片赌片经典电影,http://43.138.170.29:35455/yy/1351496216
新白娘子传奇,http://43.138.170.29:35455/yy/1354490667
超级无敌吓人大片,http://43.138.170.29:35455/yy/1354952229
英叔全集经典鬼片,http://43.138.170.29:35455/yy/1354869861
24小时播放,http://43.138.170.29:35455/yy/29067083
少年歌行【蓝光】,http://43.138.170.29:35455/yy/1450556636
进来 陪你看电视,http://43.138.170.29:35455/yy/1353518742
武工队传奇,http://43.138.170.29:35455/yy/1354790484
武工队传奇,http://43.138.170.29:35455/yy/22089862
叶问全集,http://43.138.170.29:35455/yy/1382828771
灌篮高手 正在直播,http://43.138.170.29:35455/yy/1351417866
【血色浪漫】经典回顾,http://43.138.170.29:35455/yy/33369999
【二炮手】孙红雷,http://43.138.170.29:35455/yy/1354330324
朱元璋电视剧,http://43.138.170.29:35455/yy/1382765235
大秧歌,http://43.138.170.29:35455/yy/1460463356
笑傲江湖 4K超清,http://43.138.170.29:35455/yy/1354282410
【天龙八部】蓝光超清,http://43.138.170.29:35455/yy/28996058
九品芝麻官包龙星,http://43.138.170.29:35455/yy/1354930968
燕双鹰专场,http://43.138.170.29:35455/yy/23026835
经典动漫,http://43.138.170.29:35455/yy/24180320
港片 喜剧 动作,http://43.138.170.29:35455/yy/1355480591
布丁-玄幻电影正在直播,http://43.138.170.29:35455/yy/1455460998
打狗棍,http://43.138.170.29:35455/yy/1354773122
火蓝刀锋,http://43.138.170.29:35455/yy/1382737892
士兵突击,http://43.138.170.29:35455/yy/1382828766
【陪你看】金刚葫芦娃,http://43.138.170.29:35455/yy/1353323999
林正英 女鬼电影,http://43.138.170.29:35455/yy/1453996620
24H国漫热播,http://43.138.170.29:35455/yy/1353937086
斗破苍穹玄幻剧,http://43.138.170.29:35455/yy/1356051105
寻秦记-穿越剧经典,http://43.138.170.29:35455/yy/1382749900
真实案件系列,http://43.138.170.29:35455/yy/1382671124
港片电影集,http://43.138.170.29:35455/yy/1455225203
特种兵系列,http://43.138.170.29:35455/yy/1508456184
【电视剧】士兵突击,http://43.138.170.29:35455/yy/96731358
五号特工组,http://43.138.170.29:35455/yy/1507704566
系列电视剧,http://43.138.170.29:35455/yy/1458015189
【成龙经典】动作,http://43.138.170.29:35455/yy/34460526
奇领 铁山靠【Y 正在直播,http://43.138.170.29:35455/yy/41584371
24灌篮高手正在直播,http://43.138.170.29:35455/yy/1350984033
彭禺厶鬼怪奇幻系列电影,http://43.138.170.29:35455/yy/1355249116
神探狄仁杰1,http://43.138.170.29:35455/yy/1354930934
开心剧场《地下交通站》,http://43.138.170.29:35455/yy/29907996
双月之城-国漫,http://43.138.170.29:35455/yy/1382736907
【雪豹】超经典,http://43.138.170.29:35455/yy/1450496699
【雪豹】超经典,http://43.138.170.29:35455/yy/1450496699
星爷经典-百看不厌,http://43.138.170.29:35455/yy/1382736808
星爷经典-百看不厌,http://43.138.170.29:35455/yy/1382736808
三国演义94年经典版,http://43.138.170.29:35455/yy/1354936241
三国演义94年经典版,http://43.138.170.29:35455/yy/1354936241
经典港片电影,http://43.138.170.29:35455/yy/1382793140
天道-9.2高分好剧,http://43.138.170.29:35455/yy/1382735574
纪晓岚专属,http://43.138.170.29:35455/yy/63826933
少年包青天第三部,http://43.138.170.29:35455/yy/1382736814
宋小宝小品合集,http://43.138.170.29:35455/yy/1354931577
炊事班的故事II,http://43.138.170.29:35455/yy/1382736885
【狂飙】4K,http://43.138.170.29:35455/yy/1382773728
你最爱的宋小宝,http://43.138.170.29:35455/yy/1354936198
读心神探,http://43.138.170.29:35455/yy/1382736875
小兵张嘎,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d8c05f3ca36d48e6b1997b523e885c5c/850.m3u8
父母的爱情,http://43.138.170.29:35455/yy/1382768483
主播-求关注.24小时,http://43.138.170.29:35455/yy/1456625255
斗罗斗破动漫,http://43.138.170.29:35455/yy/1420843376
！,http://zabava-htlive.cdn.ngenix.net/hls/CH_MATCHTV/variant.m3u8?version=2&checkedby:iptvcat.com
！,https://linear-10.frequency.stream/dist/localnow/10/hls/master/playlist.m3u8
！,https://yahoo-plex.amagi.tv/playlist.m3u8
！,https://linear-10.frequency.stream/dist/plex/10/hls/master/playlist.m3u8?ads.plex_token=MorUy57ijWhGe4ixZb_T&ads.plex_id=5ef11487d33ab9004048a1d6&ads.device_id=df8e1a36-847d-5096-86a7-3803ed330ede&ads.dnt=0&ads.us_privacy=1---&checkedby:iptvcat.com
！,https://linear-10.frequency.stream/dist/plex/10/hls/master/playlist.m3u8
！,https://shoutfactory-redbox.amagi.tv/hls/amagi_hls_data_redboxAAA-shoutfactorytv/CDN/playlist.m3u8
！,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w454258933.m3u8
！,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w84588335.m3u8
！,http://content.uplynk.com/channel/37eb732888614810b512fdd82604244e.m3u8
！,https://dai.google.com/linear/hls/event/e1QjWFRNSR2YFYGsPbkfgg/master.m3u8
！,https://vimnitaly.akamaized.net/hls/live/2094034/super/master-2500.m3u8
！,https://yahoo-samsung.amagi.tv/playlist.m3u8
笑傲帮,http://43.138.170.29:35455/yy/1382735555
康熙王朝,http://43.138.170.29:35455/yy/1382736818
港剧《驼枪师姐》,http://43.138.170.29:35455/yy/1382688521
港剧《驼枪师姐》,http://43.138.170.29:35455/yy/1382688521
辽宁七七与你相见恨晚,http://43.138.170.29:35455/yy/1451760831
狂飙 蓝光,http://43.138.170.29:35455/yy/1382787686
【神雕侠侣】金庸经典,http://43.138.170.29:35455/yy/1382704651
今夜欢乐颂,http://43.138.170.29:35455/yy/1382735572
易中天品三国完整版,http://43.138.170.29:35455/yy/1461244449
【荒野求生】德爷 贝爷,http://43.138.170.29:35455/yy/39123221
【荒野求生】德爷贝爷蓝光,http://43.138.170.29:35455/yy/24759907
我的前半生,http://43.138.170.29:35455/yy/1382735564
为什么你一直是单身,http://43.138.170.29:35455/yy/89431014
电影,http://50.7.137.106:8080/SYFY/index.m3u8?token=test
电影,http://50.7.238.114:8278/cb7a1fec69/playlist.m3u8?tid=md05ab4002297&ct=18335&tsum=ebe4254ee0e073c2d3c9789e679c00a5
电影,http://50.7.238.114:8278/cb7a1fec69/playlist.m3u8?ct=18335&tid=md05ab4002297&tsum=ebe4254ee0e073c2d3c9789e679c00a5
电影,http://50.7.238.114:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
